0.00529914,1,0.7521110316092919,14,95952
0.00529914,2,0.8812681946514506,18,45947
0.00529914,3,0.9527190913716992,30,18274
0.00529914,4,0.9840545755593039,31,6142
0.00529914,5,0.9949733037483243,33,1913
0.00529914,6,0.9984630604985884,34,561
0.00529914,7,0.9993542271002472,35,215
0.00529914,8,0.9996099531685493,37,114
0.00529914,9,0.9996745304585246,37,89
0.00529914,10,0.9996926120997177,37,82
0.00529914,11,0.9997029444661137,38,77
0.00529914,12,0.9997081106493118,39,74
0.00529914,13,0.9997029444661137,42,73
0.00529914,14,0.9996874459165196,50,71
0.00529914,15,0.9996641980921286,59,71
0.00529914,16,0.9996254517181434,75,70
0.00529914,17,0.9994833816801978,131,69
0.00529914,18,0.9992896498102719,206,69
0.00529914,19,0.9989590140855985,334,69
0.00529914,20,0.998375235384222,561,68
0.00529914,21,0.997458237866573,916,68
0.00529914,22,0.9961460273342753,1426,66
0.00529914,23,0.9941906269938239,2185,64
0.00529914,24,0.9914163866164858,3259,64
0.00529914,25,0.9874797550195927,4784,63
0.00529914,26,0.9823239041879664,6784,59
0.00529914,27,0.9752436501150767,9529,55
0.00529914,28,0.9664688879532357,12927,54
0.00529914,29,0.9556173201457897,17130,52
0.00529914,30,0.9428310167306843,22084,48
0.00529914,31,0.9274073767929885,28059,44
0.00529914,32,0.9097364471641529,34903,41
0.00529914,33,0.8903090152479897,42428,37
0.00529914,34,0.868450894137157,50893,34
0.00529914,35,0.8447742765406204,60061,32
0.00529914,36,0.8195400547098801,69832,30
0.00529914,37,0.7939829464292634,79730,26
0.00529914,38,0.7678549749052651,89848,23
0.00529914,39,0.7413421227330143,100113,22
0.00529914,40,0.7151883202930259,110239,21
0.00519914,1,0.7570963983953836,14,94022
0.00519914,2,0.885297817545908,18,44387
0.00519914,3,0.9548113955668982,30,17464
0.00519914,4,0.9849638238021559,31,5790
0.00519914,5,0.9952264467250274,33,1815
0.00519914,6,0.9985483025213557,34,528
0.00519914,7,0.9993878072910344,35,202
0.00519914,8,0.9996228686265444,37,109
0.00519914,9,0.9996796966417226,37,87
0.00519914,10,0.9996951951913167,37,81
0.00519914,11,0.9997029444661137,38,77
0.00519914,12,0.9997106937409107,39,73
0.00519914,13,0.9997029444661137,42,73
0.00519914,14,0.9996848628249206,51,71
0.00519914,15,0.9996641980921286,60,70
0.00519914,16,0.9996202855349453,78,69
0.00519914,17,0.9994627169474056,139,69
0.00519914,18,0.9992483203446877,222,69
0.00519914,19,0.9988918537040242,360,69
0.00519914,20,0.9982615793538655,605,68
0.00519914,21,0.9973213340118254,970,67
0.00519914,22,0.9958954674491712,1523,66
0.00519914,23,0.9938677405439474,2311,63
0.00519914,24,0.9908997682966836,3461,62
0.00519914,25,0.9867900695626568,5055,59
0.00519914,26,0.9814585685022976,7120,58
0.00519914,27,0.9740890081703187,9976,55
0.00519914,28,0.964934531543423,13521,54
0.00519914,29,0.9537884912936898,17839,51
0.00519914,30,0.940697383069901,22911,47
0.00519914,31,0.9246408856904474,29133,41
0.00519914,32,0.9068485507564583,36025,37
0.00519914,33,0.8867856783069384,43796,33
0.00519914,34,0.8644703499830808,52437,31
0.00519914,35,0.8406154990662124,61672,31
0.00519914,36,0.8153476970446849,71455,30
0.00519914,37,0.789514197962974,81461,25
0.00519914,38,0.763200243843847,91650,23
0.00519914,39,0.7365504878168485,101968,22
0.00519914,40,0.7104096008348553,112089,21
0.005099139999999999,1,0.7619474444183265,14,92144
0.005099139999999999,2,0.8889606414333059,18,42969
0.005099139999999999,3,0.9567667959073497,31,16706
0.005099139999999999,4,0.9858420749458197,32,5449
0.005099139999999999,5,0.9955080037093196,34,1705
0.005099139999999999,6,0.9986335445441231,34,495
0.005099139999999999,7,0.9994033058406284,35,196
0.005099139999999999,8,0.9996280348097424,37,107
0.005099139999999999,9,0.9996848628249206,37,85
0.005099139999999999,10,0.9996951951913167,38,80
0.005099139999999999,11,0.9997055275577127,39,75
0.005099139999999999,12,0.9997106937409107,40,72
0.005099139999999999,13,0.9997003613745147,44,72
0.005099139999999999,14,0.9996719473669256,56,71
0.005099139999999999,15,0.9996512826341335,65,70
0.005099139999999999,16,0.999558291336569,102,69
0.005099139999999999,17,0.9993542271002472,181,69
0.005099139999999999,18,0.999072670115955,291,68
0.005099139999999999,19,0.9985689672541478,487,67
0.005099139999999999,20,0.9977630426752563,799,67
0.005099139999999999,21,0.9966006514557013,1251,65
0.005099139999999999,22,0.9948880617255569,1914,65
0.005099139999999999,23,0.9922765561189565,2928,62
0.005099139999999999,24,0.9886783095215339,4321,62
0.005099139999999999,25,0.9836955258270413,6256,56
0.005099139999999999,26,0.9771732195395381,8781,56
0.005099139999999999,27,0.968850498407524,12006,53
0.005099139999999999,28,0.9582417412103851,16113,53
0.005099139999999999,29,0.9453572803145173,21104,50
0.005099139999999999,30,0.9308248069784802,26736,44
0.005099139999999999,31,0.9131538773496447,33583,38
0.005099139999999999,32,0.8935843753955359,41163,34
0.005099139999999999,33,0.8720155605437925,49515,32
0.005099139999999999,34,0.8484267680616222,58648,31
0.005099139999999999,35,0.8229290708877828,68521,29
0.005099139999999999,36,0.7971059041724678,78520,27
0.005099139999999999,37,0.7705568887178308,88802,23
0.005099139999999999,38,0.7434680071190005,99289,23
0.005099139999999999,39,0.7169680704047446,109549,22
0.005099139999999999,40,0.6914987872384943,119411,20
0.004999139999999999,1,0.7670361348683785,14,90174
0.004999139999999999,2,0.8928559435646147,20,41459
0.004999139999999999,3,0.9589391759421181,31,15865
0.004999139999999999,4,0.9866454164331121,32,5138
0.004999139999999999,5,0.9957740621440176,34,1602
